图片,前型,现状,满载排水量,简介,制造厂,导弹,续航距离,反舰导弹,水上排水量,自持力,型宽,次型,潜航深度,大类,类型,编制,舰长,产国,活动范围,航速,同型,名称,建造时间,_id,关注度,下水时间,满排吨位,火炮,服役时间
http://images.huanqiu.com/sarons/2013/07/dfd92bbb83fc1d53241e80d1c0be8454.jpg,NULL,现役,3500吨,NULL,NULL,NULL,7386海里/15.5节,NULL,NULL,NULL,14.4米,NULL,NULL,舰船舰艇,护卫舰,61人,112.5米,丹麦,NULL,20节,4艘,“泰提斯”（Thetis）级通用护卫舰,NULL,{'$oid': '5cc931c6831b973d657f16a6'},NULL,1989年7月14日,2000-5000吨,NULL,1991年7月1日
http://images.huanqiu.com/sarons/2013/07/f60f60c55a2067112810f8214265f48f.jpg,里维埃舰长级,现役,3600吨,NULL,法国DCNS公司,NULL,7000海里/15节，9000海里/12节,NULL,NULL,50天,15.4米,NULL,NULL,舰船舰艇,护卫舰,140人,125米,法国,太平洋、印度洋、大西洋法国 沙特阿拉伯中国新加坡,25节,法国,“拉斐特”级导弹护卫舰,1990年12月15日,{'$oid': '5cc931c6831b973d657f16a7'},NULL,1992年06月13日,2000-5000吨,NULL,1996年03月22日
http://images.huanqiu.com/sarons/2013/07/017310e0e16d810b473cf4a298d1f90c.jpg,布拉马普特拉级护卫舰,NULL,3850吨,NULL,扎沃德（Baltiysky) 造船厂,NULL,4600海里/20节,NULL,NULL,30天,15.2米,什瓦里克级护卫舰,NULL,舰船舰艇,护卫舰,180人,124.5米,印度,NULL,30节,NULL,“塔尔瓦”(Talwar)级(1235.6／17工程)导弹护卫舰,1997年,{'$oid': '5cc931c6831b973d657f16a8'},NULL,NULL,NULL,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/0d4949d544097740b4c9f5db90015e68.jpg,塔尔瓦级护卫舰,在役,5300吨,NULL,马扎冈船坞有限公司,NULL,3900海里/18节,NULL,NULL,NULL,16.9米,P-17A级护卫舰(Project 17),NULL,舰船舰艇,护卫舰,257人,142.5米,印度,NULL,32节,“萨特普拉”号，“萨哈亚迪”号,“什瓦利克”（Shivalik）级（17工程）护卫舰,2000年12月,{'$oid': '5cc931c6831b973d657f16a9'},NULL,2009年2月,5000-10000吨,NULL,2010年4月29日
NULL,NULL,在役,2050吨,NULL,南斯拉夫Uljanic造船厂,NULL,3476海里/18节,NULL,NULL,NULL,11.2米,NULL,NULL,舰船舰艇,护卫舰,NULL,96.7米,前南斯拉夫,NULL,26节,NULL,“基•哈加•德旺塔拉” 级导弹护卫舰,1980年,{'$oid': '5cc931c6831b973d657f16aa'},NULL,NULL,2000-5000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/8c46969a4d684ee4f8050c27a5fc5d03.jpg,NULL,退役或转售现役,660吨,NULL,NULL,NULL,3000海里/20节,NULL,NULL,NULL,13米,巴罗索级,NULL,舰船舰艇,护卫舰,70人,59.3米,苏/俄,NULL,36节,NULL,“纳努契卡”级导弹护卫舰,1967年,{'$oid': '5cc931c6831b973d657f16ab'},NULL,1968年10月10日,500-2000吨,NULL,1970年9月30日
http://images.huanqiu.com/sarons/2013/07/cfa6435565fa687e0baaa2c8cea96877.jpg,NULL,NULL,1450吨,“法塔希拉”级驱逐舰是印尼从荷兰购买的一艘导弹驱逐舰，印尼海军以他们的战争英雄——法塔希拉（Fatahillah）为其命名。,NULL,NULL,3694海里/16节,NULL,NULL,NULL,11.1米,NULL,NULL,舰船舰艇,护卫舰,89人,84米,荷兰,NULL,30节,NULL,“法塔希拉”（Fatahillah）级导弹护卫舰,1977年1月31日,{'$oid': '5cc931c6831b973d657f16ac'},NULL,1977年12月22日,500-2000吨,NULL,1979年7月16日
http://images.huanqiu.com/sarons/2013/07/e360cbcc2de0f87beb0b7e1ebeea42e1.jpg,NULL,NULL,632吨,NULL,NULL,NULL,3476海里/16节,NULL,NULL,NULL,9.3米,NULL,NULL,舰船舰艇,护卫舰,49人,63米,德国,印度洋太平洋,32节,NULL,“麦纳麦”／“胜利”／“默里·吉布”级轻型导弹护卫舰,未知,{'$oid': '5cc931c7831b973d657f16ad'},NULL,NULL,500-2000吨,NULL,1990年
http://images.huanqiu.com/sarons/2013/07/c934743ce108df9e4bd44c90062b23d7.jpg,“坎农”级护航驱逐舰,有6艘在服役,2835吨,“范·斯佩克”级是由荷兰皇家海军建造的，与英国皇家海军“利安德”级相似。20世纪70年代末进行了现代化的船舶建造。所有六艘在1986-1989年被出售给印尼海军。,NULL,NULL,3910海里/12节,NULL,NULL,NULL,12.5米,科顿艾尔级护卫舰,NULL,舰船舰艇,护卫舰,NULL,113.4米,荷兰,NULL,28.5节,NULL,“范·斯佩克”(Vanspeijk)级导弹护卫舰,1963年10月1日,{'$oid': '5cc931c7831b973d657f16ae'},NULL,1965年3月5日,2000-5000吨,NULL,1967年2月14日
http://images.huanqiu.com/sarons/2013/07/7e993d7c34fa1024cb62fe5f244a1a80.jpg,“杰贝尔·切诺阿”号(C58)，“艾尔·齐哈布”号(352)，“艾尔·课尔齐”(353),NULL,540吨,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.5米,NULL,NULL,舰船舰艇,护卫舰,NULL,58.4米,苏/俄,印度洋,31节,NULL,“杰贝尔·切诺阿”级轻型导弹护卫舰,未知,{'$oid': '5cc931c7831b973d657f16af'},NULL,NULL,500-2000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/a4efba015718072ea611fedf3222ba86.jpg,“纳努契卡”级,NULL,455吨,NULL,NULL,NULL,1434海里/14节,NULL,NULL,NULL,11.5米,NULL,NULL,舰船舰艇,护卫舰,34人,56.1米,苏/俄,太平洋印度洋,36节,NULL,“毒蜘蛛”I/II/III级轻型导弹护卫舰,20世纪70年代末,{'$oid': '5cc931c7831b973d657f16b0'},NULL,NULL,500吨以内,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/4b13fe3f2b8525617d14df59fdcce35b.jpg,“伊哈乌玛”级,现役,2350吨,“巴罗索”号轻型护卫舰是巴西将海军主战舰艇的国产化最新成果，于2002年12月20日下水。作为“伊哈乌玛”级的改进版，“巴罗索”级对军舰的舰型进行了大幅度修改，舰体前部改用大飞剪艏设计，有效改善了军舰的耐波性和远航性能。此外，“巴罗索”级在延续了与“伊哈乌玛”级相同的上层建筑布局的同时，更加强调了舰体隐身的特点，虽然不能和法国“拉斐特”级护卫舰那样采用全隐身设计的舰艇相比，但体现了巴西造船工业努力追赶世界军舰发展潮流的努力。,NULL,NULL,4000海里/15节,NULL,NULL,NULL,11.4米,NULL,NULL,舰船舰艇,护卫舰,132人,103.4米,巴西,大西洋太平洋,27节,NULL,“巴罗索”级导弹护卫舰,20世纪90年代,{'$oid': '5cc931c7831b973d657f16b1'},NULL,2002年12月20日,2000-5000吨,NULL,2008年
http://images.huanqiu.com/sarons/2013/07/4a2fa5c0b91249645a352167e076dfc0.jpg,NULL,NULL,1500吨,NULL,NULL,NULL,4000海里/13节,NULL,NULL,NULL,10米,NULL,NULL,舰船舰艇,护卫舰,180人,102米,朝鲜,NULL,24节,NULL,“罗津”级导弹护卫舰,1971年,{'$oid': '5cc931c7831b973d657f16b2'},NULL,NULL,500-2000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/327572d7f99804965aa3712f7a02c4b7.jpg,“尼泰罗伊”,NULL,1970吨,上世纪70年代末80年代初，巴西海军正式启动了新一代轻型护卫舰的建造计划。根据巴西海军的设想，这种排水量在2000吨左右的轻型舰艇将与先前引进的“尼泰罗伊”级护卫舰，分别承担近海护航和南大西洋远洋反潜的任务。这便是战后巴西海军第一型真正意义上自主研制的中型战舰––“伊哈乌玛”级轻型护卫舰。,德国海洋技术集团,NULL,4000海里/15节,NULL,NULL,NULL,11.4米,“巴罗索”级,NULL,舰船舰艇,护卫舰,133人,95.77米,巴西,大西洋，太平洋,27节,NULL,“伊哈乌玛”级轻型导弹护卫舰,20世纪80年代,{'$oid': '5cc931c7831b973d657f16b3'},NULL,1986年12月3日,500-2000吨,NULL,1989年12月12日
http://images.huanqiu.com/sarons/2013/07/2316945fba4dc9cddb995f4fbe2aef3f.jpg,12M型利安德级,服役中,3600吨,NULL,沃斯泊·桑尼克罗夫特造船厂，亚罗造船有限公司,NULL,1200海里/30节,NULL,NULL,NULL,12.7米,22型大刀级,NULL,舰船舰艇,护卫舰,175人,117米,英国,NULL,30节,8艘,“女将”(Amazon）导弹护卫舰通用护卫舰,1969年11月6日,{'$oid': '5cc931c7831b973d657f16b4'},NULL,NULL,2000-5000吨,NULL,1971年5月11日
http://images.huanqiu.com/sarons/2013/07/887669d701cd855984ea8e6e7eef9ab1.jpg,NULL,在役,960吨,"
帕希姆级护卫舰是20世纪70年代中后期东德海军旨在为沿海反潜作战而研制开发的一类护卫舰。1981年4月9日推出首舰维斯马，随后的15艘直到1986年最终完工。为了促进苏控制下的华沙的经济发展，苏联同意购买在1986年和1990年之间建造的另外12艘护卫舰从而有效地补贴东德造船业。

德国重新统一后，“帕契姆“被出售给印尼海军。在对其全面翻新之后，目前“帕契姆“级仍然在印尼海军服役。
",前东德沃尔格斯特（Peenewerft） 造船厂,NULL,2172海里/12节,NULL,NULL,NULL,9.8米,NULL,NULL,舰船舰艇,护卫舰,NULL,75.2米,德国,NULL,26节,20余艘,“帕契姆”级反潜护卫舰,1981年4月9日,{'$oid': '5cc931c8831b973d657f16b5'},NULL,NULL,500-2000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/8aeafdf7f806bed0227732a9b362ed8d.jpg,NULL,NULL,2390吨,NULL,NULL,NULL,4345海里/14节,NULL,NULL,NULL,12.8米,NULL,NULL,舰船舰艇,护卫舰,NULL,105.5米,英国,NULL,28节,NULL,莱丘”（Lekiu）级导弹护卫舰,1994年,{'$oid': '5cc931c8831b973d657f16b6'},NULL,NULL,2000-5000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/9a7969b3c2b5490a7aa1d5af0d4d7f78.jpg,NULL,退役,1745吨,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.2米,NULL,NULL,舰船舰艇,护卫舰,151人,96.6米,挪威,NULL,25节,NULL,“奥斯陆”级导弹护卫舰,1963年,{'$oid': '5cc931c8831b973d657f16b7'},NULL,1964年1月17日,500-2000吨,NULL,1966年1月27日
http://images.huanqiu.com/sarons/2013/07/fd0a8a01033165f22a797780428d16c6.jpg,“狼”级护卫舰,在役,3200吨,NULL,NULL,NULL,3800海里/20节，6000海里/15节,NULL,NULL,NULL,12.9米,欧洲多功能护卫舰(FREMM),NULL,舰船舰艇,护卫舰,232人,122.7米,意大利,地中海,33节,8艘,“西北风”级导弹护卫舰,1978年3月,{'$oid': '5cc931c8831b973d657f16b8'},NULL,1981年2月,2000-5000吨,NULL,1982年3月
http://images.huanqiu.com/sarons/2013/07/d604f0b80a8d61e6d8f35f53cd6b3d57.jpg,NULL,在役,1350吨,NULL,英国沃斯帕公司,NULL,18节航速下3650英里,NULL,NULL,NULL,11.1米,NULL,NULL,舰船舰艇,护卫舰,NULL,94.5米,英国,海湾地区,39节,NULL,“阿尔万德”(Alvand)级导弹护卫舰,1968年,{'$oid': '5cc931c8831b973d657f16b9'},NULL,NULL,500-2000吨,NULL,1971年
http://images.huanqiu.com/sarons/2013/07/bb123d4bb6e79b8f51ca60a6a02dc306.jpg,“阿尔派”级护卫舰,NULL,2500吨,NULL,意大利坎蒂里公司（CNR）,NULL,16节/5500海里,NULL,NULL,NULL,11.3米,NULL,NULL,舰船舰艇,护卫舰,194人,113.2米,意大利,NULL,35节,18艘,“狼”（Lupo）级导弹护卫舰,20世纪70年代初,{'$oid': '5cc931c8831b973d657f16ba'},NULL,NULL,2000-5000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/31cd0ff7316a7731fa59b4b061fe1529.jpg,NULL,9艘在役,2300吨,NULL,NULL,NULL,4000海里/15节,NULL,NULL,NULL,11.5米,NULL,NULL,舰船舰艇,护卫舰,150人,102米,韩国,NULL,34节,NULL, “蔚山” (UlSan)级导弹护卫舰,1979年,{'$oid': '5cc931c8831b973d657f16bb'},NULL,1980年4月,2000-5000吨,NULL,1981年1月
http://images.huanqiu.com/sarons/2013/07/7037952ce030c18af55267b9a3910058.jpg,NULL,NULL,5290吨,"
由于挪威“奥斯陆""级护卫舰的作战能力显然远远不能满足现代海战要求和挪威海军的需要，已到寿终正寝之时，为了取代奥斯陆级挪威提出了新的造船计划，即“弗里德约夫·南森”级，“弗里德约夫·南森”号护卫舰因装备有简化版的“宙斯盾”系统，而成为目前世界上最小的“宙斯盾”舰。
",巴赞造船公司,NULL,3910海里/16节,NULL,NULL,NULL,16.8米,NULL,NULL,舰船舰艇,护卫舰,NULL,132米,西班牙,NULL,27节,NULL,“弗里德约夫·南森”（Fridtjof Nansen）级（SMP 6088工程）导弹护卫舰,2003年4月9日,{'$oid': '5cc931c8831b973d657f16bc'},NULL,2004年6月3日,5000-10000吨,NULL,2006年4月5日
http://images.huanqiu.com/sarons/2013/07/5ff2bc9084175cb719e286ed7e3c2339.jpg,克洛德·琼斯级护航驱逐舰 ,退役,2650吨,NULL,埃文代尔造船厂 ,NULL,3000海里/20节,NULL,NULL,NULL,12.3米,加西亚级护卫舰,NULL,舰船舰艇,护卫舰,196人,113.2米,美国,NULL,26节,“赫尔门吉尔多·加莱纳”号，“尼古拉斯·布拉沃”号,“布朗斯坦”(Bronstin)级通用护卫舰,1961年5月16日,{'$oid': '5cc931c9831b973d657f16bd'},NULL,1962年3月31日,2000-5000吨,NULL,1963年6月15日
http://images.huanqiu.com/sarons/2013/07/e847c400c21663866dc0d36442a1c531.jpg,夕张级护卫舰,在役,2900吨,NULL,三井造船玉野事业所，日立造船舞鹤船厂，住友重工追浜造船所，浦贺船厂,NULL,20节/3000海里,NULL,NULL,NULL,13.4米,无,NULL,舰船舰艇,护卫舰,120人,109米,日本,NULL,27节,"""阿武隈""号，""神通""号，“大淀”号，""川内”号，”筑摩“号，“利根”号",“阿武隈”级导弹护卫舰,1988年3月17日,{'$oid': '5cc931c9831b973d657f16be'},NULL,1988年12月31日,2000-5000吨,NULL,1989年12月21日
http://images.huanqiu.com/sarons/2013/07/888000809aea464b41781d84c8566417.jpg,迪利级护航驱逐舰,退役,1968吨,NULL,美国路易斯安那州埃文代尔船厂,NULL,2607海里/18节,NULL,NULL,NULL,11.8米,布朗斯坦级护卫舰,NULL,舰船舰艇,护卫舰,159人,95米,美国,NULL,22节,“克劳德·琼斯”号，“萨马达尔”号，“马尔塔迪纳塔”号，“麦克莫里斯”号,“克劳德•琼斯”级导弹护卫舰,1958年5月,{'$oid': '5cc931c9831b973d657f16bf'},NULL,1959年2月,500-2000吨,NULL,1974年
NULL,NULL,现役,645吨,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.1米,NULL,NULL,舰船舰艇,护卫舰,45人,62米,泰国,印度洋,25节,“华欣”号(541)“克朗”号(542)“斯拉查”号(543),“华欣”(Hua Hin)级轻型护卫舰,20世纪90年代,{'$oid': '5cc931ca831b973d657f16c0'},NULL,NULL,500-2000吨,1门76毫米(3英寸)/50舰炮；1门博福斯40毫米/70炮；2门厄利空20毫米GAM-B01炮；2挺12.7毫米口径机枪。,2000年
http://images.huanqiu.com/sarons/2013/07/c19f658528d2d7ca6ce2ef38ca8b0f85.jpg,NULL,NULL,3650吨,"
在前苏联护卫舰的建造史上，“克里瓦克”级导弹护卫舰可以说是一级重要的战舰，是前苏联轻型战舰的分水岭。它为前苏联今后研制新型护卫舰——“无畏”级打下了基础。“克里瓦克”级导弹护卫舰大体可以分为3个型号，Ⅰ型建于1969-1981年，共建造20艘；Ⅱ型建于1976-1981年，共有11艘；Ⅲ型建于1984-1993年，共9艘。
",扬塔尔（Yantar）造船厂，列宁格勒海军造船厂，加里宁格勒造船厂,NULL,600海里/20节，1600海里/30节,NULL,NULL,NULL,14.3米,NULL,NULL,舰船舰艇,护卫舰,194人,123.5米,苏/俄,NULL,32节,NULL,“克里瓦克”（Krivak）I／II／III级 导弹护卫舰,1969年,{'$oid': '5cc931ca831b973d657f16c1'},NULL,NULL,2000-5000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/08/65cd91cf7c549b86a5ac42c303108317.jpg,米尔卡级护卫舰,在役3艘,1670吨,"
在20世纪60年代冷战正酣之际，苏联出于和美国对抗及全球争霸的需要，通过一系列的对外军售和军事援助等手段增强在海外的军事存在，需要出口的轻型护卫舰增加，因此苏联决定研制新的出口型护卫舰--1159型护卫舰，北约将其命名为科尼级。1159型就是美苏争霸的冷战环境下应运而生的，是一级专门用于出口的轻型护卫舰。1968年，泽廖诺多利斯克设计局根据苏联海军制定的战术和技术要求开始设计1159型，从工程代号上看，该型舰可以说是159型的后续发展替代型，实际上是以159A型为对象，再综合11 24型的成功经验研制的。
",泽列诺多尔斯克造船厂,NULL,2000海里/14节,NULL,NULL,NULL,12.56米,猎豹级护卫舰,NULL,舰船舰艇,护卫舰,110人,96.51米,苏/俄,NULL,29.5节,14艘,“科尼”(Koni)I／II／III级（1159型)通用护卫舰,1975年-1988年,{'$oid': '5cc931ca831b973d657f16c2'},NULL,1975年7月19日（首舰“海豚”号）,500-2000吨,NULL,1975年12月31日
http://images.huanqiu.com/sarons/2013/07/5a0aeca90b8e75df785f44d99150131f.jpg,NULL,在役,1380吨,NULL,巴赞造船厂,NULL,5127海里/18节,NULL,NULL,NULL,10.3米,NULL,NULL,舰船舰艇,护卫舰,NULL,84.6米,西班牙,NULL,22节,NULL,巴蒂斯塔·德·安德拉德/胡阿·孔蒂尼奥”(Baptista deAndrade／JoaoCoutinho)级护卫舰,1968年,{'$oid': '5cc931cb831b973d657f16c3'},NULL,NULL,500-2000吨,NULL,1970年
http://images.huanqiu.com/sarons/2013/07/ae6b83f55b87f674fba06be4a025c324.jpg,NULL,NULL,1930吨,NULL,NULL,NULL,5822海里/19节,NULL,NULL,NULL,11.2米,NULL,NULL,舰船舰艇,护卫舰,NULL,93.3米,美国,NULL,18节,NULL,“卡农”（cannon）级通用护卫舰,1943年,{'$oid': '5cc931cb831b973d657f16c4'},NULL,NULL,500-2000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/2ee22a7b534e15b941cb10b546fba59f.jpg,NULL,NULL,4250吨,"
“无畏”号导弹护卫舰是俄罗斯无畏级导弹护卫舰唯一的一艘。俄罗斯现有18艘导弹护卫舰，其中克里瓦克级共14艘，无畏级却仅有“无畏”号一艘，舷号712。“无畏”号是俄海军第二代大型护卫舰，于1993年服役。
",NULL,NULL,16节航速下4500英里,NULL,NULL,NULL,15.5米,NULL,NULL,舰船舰艇,护卫舰,NULL,131.2米,苏/俄,NULL,30节,NULL,“无畏”(Neustrashimy)级(“鹞”，1154型)导弹护卫舰,1986年4月,{'$oid': '5cc931cb831b973d657f16c5'},NULL,1988年5月,2000-5000吨,NULL,1993年1月
http://images.huanqiu.com/sarons/2013/07/cd2520fae1bfee81198a72aef94b8f48.jpg,NULL,NULL,2250吨,"
“胡阿·贝罗司令”号是“胡阿·贝罗司令”级系列首艘在法国南特船厂建造的护卫舰。胡阿·贝罗司令级充分使用防空和反潜武器，为航行船只保驾护航，其首舰于1964年开始建造，1967年服役，2008年出售给乌拉圭海军。
",南特造船厂,NULL,6517海里/15节,NULL,NULL,NULL,11.7米,NULL,NULL,舰船舰艇,护卫舰,NULL,102.7米,法国,NULL,25节,5艘,胡阿·贝罗司令”(Comandante JoaoBelo)（通用护卫舰)／“利维埃尔司令”级导弹护卫舰,1965年9月6日,{'$oid': '5cc931cb831b973d657f16c6'},NULL,1966年3月22日,2000-5000吨,NULL,1967年7月1日
http://images.huanqiu.com/sarons/2013/07/38a2152cb10847b3f79a5c4b2fd147c5.jpg,石狩型,退役,1690吨,NULL,NULL,NULL,20节/3000海里,NULL,NULL,NULL,10.8米,阿武隈型,NULL,舰船舰艇,护卫舰,95人,91米,日本,NULL,25节,“石狩”号(DE226)，“夕张”号(DE227)，“涌别”号（DE 228),“石狩”／“夕张”级导弹护卫舰,1981年2月9日（“夕张”号）,{'$oid': '5cc931cb831b973d657f16c7'},NULL,1982年2月22日（“夕张”号）,500-2000吨,NULL,1983年3月18日
http://images.huanqiu.com/sarons/2013/07/e0055c2549d1efa6bc9dd05b5086afb6.jpg,NULL,NULL,1500吨,"
“泰拖尔”/“泰拖尔”改进型级是一类轻型护卫舰，现有4艘服役于罗马尼亚海军部队——""泰拖尔’级（2艘），泰拖尔”改进型（2艘）。
",NULL,NULL,NULL,NULL,NULL,NULL,11.7米,NULL,NULL,舰船舰艇,护卫舰,NULL,95.4米,罗马尼亚,NULL,24节,NULL,泰拖尔”(Tetal)／“泰拖尔”改进型护卫舰,1983年,{'$oid': '5cc931cb831b973d657f16c8'},NULL,NULL,500-2000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/cce48399820d35a542da3f3f73ac7694.jpg,NULL,在役,5790吨,"
“马拉塞斯蒂”级是罗马尼亚有史以来建造的最大的战舰。1985年下水，1992年开始服役，后被列为直升机航母轻巡洋舰，也被称为“蒙特尼亚”。
",曼加利亚造船厂（现大宇曼加利亚重型工业造船厂）,NULL,18节/1500海里,NULL,NULL,NULL,14.8米,NULL,NULL,舰船舰艇,护卫舰,NULL,144.6米,罗马尼亚,NULL,27节,NULL,“马拉塞斯蒂”(Marasesti)  级导弹护卫舰,1984年,{'$oid': '5cc931cb831b973d657f16c9'},NULL,1985年,5000-10000吨,NULL,1992年
http://images.huanqiu.com/sarons/2013/07/ea145d89ace26175caee029e785fec20.jpg,NULL,NULL,1640吨,"
“西湖”级(Soho)导弹护卫舰，是朝鲜海军装备的一种护卫舰。苏湖级护卫舰作为朝鲜80年代设计生产的护卫舰，是朝鲜海军迄今为止最新生产的，也是性能最先进的一型中型水面舰艇。由于种种因素，该级护卫舰仅仅建造一艘，并且外界关于苏湖级的资料甚少。
",罗津造船厂,NULL,2700海里,NULL,NULL,NULL,15.5米,NULL,NULL,舰船舰艇,护卫舰,189人,73.8米,朝鲜,NULL,23节,NULL,“西湖”（Soho）级导弹护卫舰,NULL,{'$oid': '5cc931cb831b973d657f16ca'},NULL,1980年6月,500-2000吨,NULL,1982年
http://images.huanqiu.com/sarons/2013/07/9d1b78a92f571d115feede3d4855b22f.jpg,NULL,NULL,1200吨,"
该级舰是在“波蒂”级猎潜艇的基础上研制而成的，通常活动于俄罗斯近中海及沿岸海域，执行反潜、护航和其他多项任务,该级舰共建造了80艘左右，分Ⅰ型、Ⅱ型、Ⅲ型和V型，数量分别为15艘、12艘、30艘、23艘。首制舰于 1968年开工，1971年加入现役。
",NULL,NULL,4500海里/10节,NULL,NULL,NULL,10米,NULL,NULL,舰船舰艇,护卫舰,70人,72米,苏/俄,NULL,30节,NULL,“格里莎”Ⅱ/Ⅲ/V级护卫舰,1968年,{'$oid': '5cc931cb831b973d657f16cb'},NULL,NULL,500-2000吨,NULL,1971年
