图片,前型,现状,满载排水量,简介,制造厂,导弹,续航距离,反舰导弹,水上排水量,自持力,型宽,次型,潜航深度,大类,类型,编制,舰长,产国,活动范围,航速,同型,名称,建造时间,_id,关注度,下水时间,满排吨位,火炮,服役时间
http://images.huanqiu.com/sarons/2013/07/64aa0e942a8825e2bb04de705cf438e6.jpg,NULL,现役,1924吨,NULL,沪东中华造船集团有限公司,NULL,3041海里/18节,NULL,NULL,NULL,11.3米,NULL,NULL,舰船舰艇,护卫舰,168人,103.2米,中国,印度洋,30节,“昭披耶”号(455)，“邦巴功”号(456)，‘‘库拉布里”号(457)，“赛布里”号(458),“昭披耶”级,1989年3月,{'$oid': '5cc931cc831b973d657f16cc'},NULL,1990年6月24日,500-2000吨,NULL,1991年4月5日
http://images.huanqiu.com/sarons/2013/07/327ab694ac5600c5c4ba807800c27825.jpg,“康查尔”级,服役中,385吨,NULL,克拉列为察船厂,NULL,18节航速下1700英里,NULL,NULL,NULL,8.5米,NULL,2.3米,舰船舰艇,护卫舰,27人,53.6米,克罗地亚,NULL,36节,克拉里-皮塔尔-克雷西米尔四世”号(原“萨盖·马塞拉”号，Rtop 11)“克拉里·迪米塔尔·佐尼米尔”号(Rtop12) ,“克拉里”(Kralj)级(R-03型)导弹轻型护卫舰,1992年,{'$oid': '5cc931cc831b973d657f16cd'},NULL,NULL,500吨以内,NULL,1992年
http://images.huanqiu.com/sarons/2013/07/264d70ea8f546d0c83a54366d34d4f82.jpg,NULL,现役,1147吨,NULL,西班牙巴赞造船公司（现在的纳凡蒂亚公司）,NULL,6952海里/12节,NULL,NULL,NULL,10.4米,NULL,NULL,舰船舰艇,护卫舰,NULL,68.7米,西班牙,大西洋,19节,NULL,“塞维奥拉”(Serviola)级近岸巡逻舰,20世纪80年代末90年代初,{'$oid': '5cc931cc831b973d657f16ce'},NULL,1990年5月10日,500-2000吨,NULL,1991年3月20日
http://images.huanqiu.com/sarons/2013/07/4a2d358d21de46a985420df92f2be495.jpg,NULL,现役,5853吨,NULL,西班牙纳凡蒂亚公司,NULL,4500海里/18节,NULL,NULL,NULL,18.6米,南森级护卫舰，霍巴特级驱逐舰,NULL,舰船舰艇,护卫舰,NULL,141.7米,西班牙,大西洋,28.5节,NULL,“艾尔瓦洛·迪巴赞”(Alvaro de Bazan)级,NULL,{'$oid': '5cc931cc831b973d657f16cf'},NULL,2000年10月,5000-10000吨,NULL,2002年9月
http://images.huanqiu.com/sarons/2013/07/f9e7e91e2413f4a7427b395b8c25db68.jpg,NULL,6艘仍在服役,685吨,NULL,NULL,NULL,4000海里/18节 ,NULL,NULL,NULL,9.3米,NULL,2.5米,舰船舰艇,护卫舰,51人,62.3米,意大利,NULL,37节,12艘,“阿萨德”（Assad）/“埃斯梅拉达”/“拉克萨玛纳”级导弹轻型护卫舰,1981年,{'$oid': '5cc931cc831b973d657f16d0'},NULL,NULL,500-2000吨,NULL,1995年
http://images.huanqiu.com/sarons/2013/07/9be202da252ebaeb962728dba7e4bbcc.jpg,NULL,现役,1650吨,NULL,布洛姆· 福斯造船厂，德国海军集团（GNG）和莫实得海军造船厂（PCS-ND前身）,NULL,5257海里/12节,NULL,NULL,NULL,12米,NULL,NULL,舰船舰艇,护卫舰,NULL,91.1米,德国,NULL,22节,NULL,“吉打”(Kedah)级轻型护卫舰,2001年11月13日,{'$oid': '5cc931cc831b973d657f16d1'},NULL,2003年3月21日,500-2000吨,NULL,2006年6月5日
http://images.huanqiu.com/sarons/2013/07/739de226a56694e2dca23ed1358ff5c8.jpg,“哥德堡”和“斯德哥尔摩”级护卫舰,现役,620吨,NULL,瑞典考库姆（Kockums）公司,NULL,15节/2500海里,NULL,NULL,NULL,10.4米,NULL,NULL,舰船舰艇,护卫舰,43人,72米,瑞典,瑞典群岛，彼罗的海卡特，加特海峡，北海等近海域,35节,“维斯比”号，“赫尔辛堡”号，“海讷桑德”号，“尼雪平”号，“卡尔斯塔德”号,“维斯比”（Visby）级轻型护卫舰,1996年12月I7日（首舰“维斯比”号）,{'$oid': '5cc931cc831b973d657f16d2'},NULL,2000年6月8日（首舰“维斯比”号）,500-2000吨,NULL,NULL
NULL,NULL,现役,630吨,NULL,NULL,NULL,2172海里/15节,NULL,NULL,NULL,8.2米,NULL,NULL,舰船舰艇,护卫舰,51人,62米,英国,泰国湾（太平洋）,25节,“卡姆罗辛”号“塞安春”号“隆洛姆”号,“卡姆罗辛”级护卫舰,1988-1989年,{'$oid': '5cc931cd831b973d657f16d3'},NULL,NULL,500-2000吨,NULL,1992年
http://images.huanqiu.com/sarons/2013/07/60f280646f0afcc426101b7dd2ee5ca9.jpg,NULL,在役,1662吨,NULL,布卢姆沃斯（Bloom Voss）公司,NULL,2172海里/15节,NULL,NULL,21天,13.2米,NULL,4.8米,舰船舰艇,护卫舰,NULL,88.3米,德国,NULL,26节,5艘,“布劳什威格” (Braunschweig)级(K 130型)导弹轻型护卫舰,2004年12月3日,{'$oid': '5cc931cd831b973d657f16d4'},NULL,2006年4月19日,500-2000吨,NULL,2008年4月16日
http://images.huanqiu.com/sarons/2013/07/acfe6a47abf4290ec63945aac8b2c6f5.jpg,NULL,全部退役,1076吨,NULL,韩国造船公司（现在的韩进重工）,NULL,4000海里/15节,NULL,NULL,NULL,10米,浦项级护卫舰,NULL,舰船舰艇,护卫舰,95人,78.1米,韩国,NULL,31节,NULL,“东海”(DongHae)级轻型护卫舰,1982年11月18日,{'$oid': '5cc931cd831b973d657f16d5'},NULL,NULL,500-2000吨,NULL,1983年11月10日
http://images.huanqiu.com/sarons/2013/07/8f6ec1200bbd79fd224ebc895891997c.jpg,东海级护卫舰,1艘退役，1艘沉没，其余22艘均在役。,1220吨,"
""浦项“（PoHang）级轻型护卫舰总共建造了24艘，由于数量多且为多个船厂建造，因此该级舰之间或多或少有些差异。首舰1984加入韩海军，最后一首1993年服役。是韩国在在役最多的一级护卫舰，也是韩国海军装备数量最多的舰艇。“浦项”级主要用于沿海反潜和巡逻，是在东海级的基础上改进而来，为南韩海军最重要的近海防卫力量。目前除了第一艘在2009年退役，另有一艘（天安号）在2010年沉没外，其余22艘均在役。
",韩国造船公司（现在的韩进重工）,NULL,32节/4000海浬,NULL,NULL,NULL,10米,仁川级护卫舰,NULL,舰船舰艇,护卫舰,92人,89米,韩国,NULL,29节,24艘,“浦项”（POHang）级轻型护卫舰/轻型导弹护卫舰,1984年6月30日,{'$oid': '5cc931cd831b973d657f16d6'},NULL,NULL,500-2000吨,NULL,1984年12月18日
http://images.huanqiu.com/sarons/2013/07/16a960f6ffefeac959866d94320cf53c.jpg,角宿I级鱼雷艇,现役,372吨,"
“斯德哥尔摩”级导弹艇是瑞典海军80年代建造的新型舰艇，共建成2艘，分别为“斯德哥尔摩”号（K11）与“马尔默”号（K12），均在服役当中。其主要使命是沿海巡逻，战术指导和布雷、反潜等。
",卡尔斯克鲁纳（Karlskrona）船厂,NULL,NULL,NULL,NULL,NULL,7.5米,哥德堡级护卫舰,NULL,舰船舰艇,护卫舰,NULL,50米,瑞典,波罗的海,32节,“斯德哥尔摩”号，“马尔默”号（K12）,“斯德哥摩尔”（Stockholm）级轻型护卫舰,20世纪80年代初,{'$oid': '5cc931cd831b973d657f16d7'},NULL,NULL,500吨以内,NULL,1986年5月1日
http://images.huanqiu.com/sarons/2013/07/f389af297fc038ae951870bd79b3fa92.jpg,21型,现役4艘,4900吨,NULL,英国亚罗造船厂,NULL,4500海里/18节,NULL,NULL,NULL,14.8米,23型,NULL,舰船舰艇,护卫舰,273人,146.5米,英国,大西洋,30节,“康沃尔”号(F99)，“坎伯兰”号(F85)，“坎贝尔敦”号(F 86)，”查塔姆”号（F 87),“大刀”(Btoadsword)级(22型Batch 3)导弹护卫舰,1983年9月19日,{'$oid': '5cc931ce831b973d657f16d8'},NULL,1985年10月14日,2000-5000吨,NULL,1988年4月23日
http://images.huanqiu.com/sarons/2013/07/d8c64fb7af8e5163f739782426ee039a.jpg,NULL,NULL,1285吨,NULL,意大利芬坎蒂尼(Fincantieri)公司,NULL,3500海里/18节,NULL,NULL,NULL,10.5米,NULL,3.2米,舰船舰艇,护卫舰,123人,86.6米,意大利,NULL,24节,8艘,“智慧女神”级,20世纪80年代中期,{'$oid': '5cc931ce831b973d657f16d9'},NULL,NULL,500-2000吨,NULL,1987年
http://images.huanqiu.com/sarons/2013/07/ee69cb4b4b4c17fcf1b56cfbcffc9e34.jpg,NULL,在役,1295吨,NULL,洛克韦尔(Rockwell)公司,NULL,3000海里/17节，1500海里/30节,NULL,NULL,24天,11.9米,NULL,3.2米,舰船舰艇,护卫舰,53人,84.4米,以色列,NULL,33节,3艘,“埃拉特/萨尔5”级护卫舰,1992年2月,{'$oid': '5cc931ce831b973d657f16da'},NULL,1993年2月,500-2000吨,NULL,1994年5月
http://images.huanqiu.com/sarons/2013/07/c93c2d097b47899b9d02c76a71b7ad8d.jpg,斯德哥尔摩级护卫舰,2艘在役,399吨,"
“哥德堡”(Goteborg)级是瑞典海军的轻型护卫舰，在1986—1993年间建造。这类护卫舰最初建造的目的是摧毁苏联的潜艇和水面舰艇。这类护卫舰装备有八个RBS-15反舰导弹，鱼雷，一个57毫米机关炮和一个40毫米机关炮。该级护卫舰本计划建造6艘，由于1991年苏联的垮台，后两艘被取消。还有两艘“哥德堡”级现今仍在服役，并活跃在国际军事和人道主义行动的舞台。其中”加尔夫”号(K22)和松兹瓦尔”号(K 24)继以色列和黎巴嫩真主党的战争后又在2006年和2007年参加了黎巴嫩的海外联合国行动。
",NULL,NULL,NULL,NULL,NULL,NULL,8米,维斯比级护卫舰,NULL,舰船舰艇,护卫舰,NULL,57米,瑞典,NULL,30节,4艘,“哥德堡”级,1986年2月10日,{'$oid': '5cc931ce831b973d657f16db'},NULL,1989年4月13日,500吨以内,NULL,1990年2月15日
http://images.huanqiu.com/sarons/2013/07/b7e26eca53f4fbd46f0caaeb1f3804b9.jpg,NULL,NULL,732吨,NULL,伏尔铿造船厂,NULL,2398海里/15节,NULL,NULL,NULL,8.2米,NULL,NULL,舰船舰艇,护卫舰,NULL,70米,德国,NULL,19.5节,4艘,“尼基”级,1905年,{'$oid': '5cc931ce831b973d657f16dc'},NULL,NULL,500-2000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/49fe05761cc641d9ea54fb2c27b7966e.jpg,NULL,现役13艘,4200吨,NULL,英国亚罗造船公司,NULL,7 800海里/15节,NULL,NULL,NULL,16.1米,NULL,NULL,舰船舰艇,护卫舰,181人,133米,英国,NULL,28节,13艘,“公爵”级(23型),1985年12月,{'$oid': '5cc931cf831b973d657f16dd'},NULL,1987年7月,2000-5000吨,NULL,1990年6月
http://images.huanqiu.com/sarons/2013/07/98fecd4dc3d3165f65781d33de7a5ec7.jpg,NULL,现役2艘,2980吨,"
泰国发展海军装备的力度在1998年金融危机前一直是走在东南亚国家前列的，最引人注目的是引进了轻型航母以及配套所需的护卫舰艇，其中就有中国制造的“纳来颂恩”级导弹护卫舰。1991年，泰国海军再次向中华造船厂订购了2艘全新设计的F-25T“纳来颂恩”级（NARESUAN CLASS）护卫舰。与“昭披耶”级不同的是，“纳来颂恩”级舰上主要装备西方的探测设备和武器，造价仅相当于西方同类产品的四分之一。
",中华造船厂,NULL,18节/4 000海里,NULL,NULL,NULL,13米,NULL,NULL,舰船舰艇,护卫舰,150人,120米,泰国,NULL,32节,“纳来颂恩”号(421，原621)，“达信”号(422，原622),“纳来颂恩”级,NULL,{'$oid': '5cc931cf831b973d657f16de'},NULL,NULL,2000-5000吨,NULL,1994年10月
http://images.huanqiu.com/sarons/2013/07/a26f9d37f65a4e4a510f0dafa441ea2e.jpg,“格里莎”系列轻型护卫舰,在役,2200吨,"
“守护”（Stregushchiy）级护卫舰（俄语：стерегущий- “保持警惕”）是俄罗斯海军护卫舰中最新的一类。它是阿尔马兹中央海洋设计局设计的，由俄罗斯北方船厂于2001年开工建造。“守护”号的问世及其出口型的研制意味着，具有较强竞争力、符合21世纪要求的军品正在俄罗斯出现。它们不仅巩固了俄罗斯目前在全球军火贸易体系中的地位，而且很可能将扩大这一阵地。
",俄罗斯圣彼得堡北方造船厂,NULL,4000海里/14节,NULL,NULL,NULL,14米,20385型护卫舰（Gremyashchy）级轻型护卫舰),NULL,舰船舰艇,护卫舰,99人,111.6米,苏/俄,波罗的海太平洋,37节,项目2038.2 TIGR型（供出口）项目2038.5（供国内）,“守护”级,2001年12月21日,{'$oid': '5cc931cf831b973d657f16df'},NULL,2006年5月16日,2000-5000吨,NULL,2007年11月14日
http://images.huanqiu.com/sarons/2013/07/8280bdcca7debfc4171b61786c2a20a5.jpg,NULL,现役,960吨,"
“拉达那哥欣”（Rattanakosin）级轻型护卫舰是在20世纪80年代，泰国皇家海军建造的舰艇。原产国是美国，该级舰两艘船现均在泰国皇家海军服役。
",美国塔科马造船有限公司,NULL,16节航速下3 000英里,NULL,NULL,NULL,9.6米,NULL,NULL,舰船舰艇,护卫舰,72人,76.8米,美国,泰国湾（太平洋）安达曼海（印度洋）,26节,“拉达那哥欣”号，“苏霍台”号,“拉达那哥欣”级,1984年-1986年,{'$oid': '5cc931d0831b973d657f16e0'},NULL,NULL,500-2000吨,NULL,1986年
http://images.huanqiu.com/sarons/2013/07/3a5f5b75289b555058eea050d32c5c48.jpg,NULL,在役,1350吨,NULL,马扎刚船坞有限公司,NULL,4000海里/16节,NULL,NULL,NULL,10.5米,”科拉“级,4.5米,舰船舰艇,护卫舰,120人,91.1米,印度,NULL,25节,8艘,“库卡里/科拉”级,1985年,{'$oid': '5cc931d0831b973d657f16e1'},NULL,NULL,500-2000吨,NULL,1989年
http://images.huanqiu.com/sarons/2013/07/627c272de7712e1f1b98dd55c506c54f.jpg,NULL,现役2艘,1135吨,NULL,NULL,NULL,2086海里/18节,NULL,NULL,NULL,10米,NULL,NULL,舰船舰艇,护卫舰,NULL,83.8米,美国,印度洋,20节,“巴扬多尔”号(81，原美国海军PF 103号)，“纳赫迪”号(82，原美国海军PF 104号)，“达比”号(431，原5)，“基里拉特”号(432，原6),“达比/巴扬多尔”级护卫舰,NULL,{'$oid': '5cc931d0831b973d657f16e2'},NULL,1963年,500-2000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/08/34f52d145754d9872bcd44d638b6c2f4.jpg,NULL,在役,3600吨,"
“巴德尔”级是一级由美国建造，由沙特海军运营使用的轻型护卫舰。随着沙特舰队的现代化，该级舰已经降级为沿海防御的角色。该级舰共有四艘在役，分别是“巴德尔”号 (612)，“阿尔.亚穆克”号(614)，“希丁恩”号(616)，和“塔布克”号(618)。
",NULL,NULL,3476海里/20节,NULL,NULL,NULL,12.7米,NULL,NULL,舰船舰艇,护卫舰,NULL,117米,美国,NULL,30节,4艘,“巴德尔”级护卫舰,NULL,{'$oid': '5cc931d1831b973d657f16e3'},NULL,NULL,NULL,NULL,1981年
http://images.huanqiu.com/sarons/2013/07/a2426edeec8d06bd32b4253cda0d30e2.jpg,NULL,在役,2870吨,"
“麦地纳”（Madina）级（F 2000S）导弹护卫舰,是原产于法国，现役沙特阿拉伯海军的助理水面舰艇。该级舰共建4艘，“麦地纳”号（702），“霍佛夫”号（704），“艾卜哈”号（706），“塔伊夫”号（708），均在服役当中。
",NULL,NULL,6952海里/15节，5648海里/18节,NULL,NULL,NULL,12.5米,NULL,NULL,舰船舰艇,护卫舰,NULL,115米,法国,海湾地区,30节,NULL,“麦地纳”级,20世纪80年代,{'$oid': '5cc931d1831b973d657f16e4'},NULL,NULL,NULL,NULL,NULL
http://images.huanqiu.com/sarons/2013/08/957df3a028c2cbe9ce18f3aaeaaad5b7.jpg,NULL,现役3艘,326吨,NULL,北方造船厂,NULL,1390海里/14节,NULL,NULL,NULL,8.7米,NULL,NULL,舰船舰艇,护卫舰,NULL,49.8米,德国,NULL,38节,NULL,“奥坎/萨斯尼茨”级护卫舰,NULL,{'$oid': '5cc931d1831b973d657f16e5'},NULL,NULL,500吨以内,NULL,1992年9月18日
http://images.huanqiu.com/sarons/2013/07/8328afcb651c852e5f9e1b2d72078f9b.jpg,NULL,在役,1450吨,"
卡亚级护卫舰是阿曼海军自英国沃·桑船厂（Vosper Thomycroft）引进的新一代轻型护卫舰。“卡亚”级轻型护卫舰现役两艘，首舰“卡亚”号（Q31，Qahir Al 
Amwal，阿拉伯语意为“征服波浪”）于1993年5月在沃·桑船厂开工建造，1994年9月下水，经过两年的海试及阿曼海军人员操控培训后，于1996年9月正式入役；二号舰“阿马扎”号（Q32，Al 
Mua＇zar，阿拉伯语意为“有恃无恐”）于1994年4月开工，1995年9月下水，1997年4月入役。
",英国沃·桑船厂,NULL,4000海里/10节,NULL,NULL,NULL,11.5米,NULL,NULL,舰船舰艇,护卫舰,76人,83.7米,英国,NULL,28节,NULL,“卡亚”级,1993年5月,{'$oid': '5cc931d1831b973d657f16e6'},NULL,1994年9月,500-2000吨,NULL,1996年9月
http://images.huanqiu.com/sarons/2013/08/ef252bae33b5329b951442e8909f433a.jpg,NULL,在役,NULL,NULL,NULL,NULL,3910海里/15节,NULL,NULL,NULL,10.3米,NULL,NULL,舰船舰艇,护卫舰,NULL,80米,法国,NULL,23节,17艘,“代斯蒂安娜·多尔夫”级轻型护卫舰,二战后,{'$oid': '5cc931d1831b973d657f16e7'},NULL,NULL,NULL,NULL,NULL
NULL,NULL,退役,1250吨,"
南充号护卫舰是中国第一型火炮护卫舰，1968年服役，1995年退役。曾参加过1974年的西沙自卫反击战和1988年的南海“3·14”海战，为保卫祖国海洋主权立下了汗马功劳，是一艘名副其实的功勋战舰。南充号护卫舰舰上全部采用国产材料和设备，曾经受过12级台风的考验。
",广州造船厂,NULL,2700海里/16节,NULL,NULL,NULL,10.2米,NULL,NULL,舰船舰艇,护卫舰,165人,90米,中国,南海,21节,NULL,502南充号,20世纪60年代末,{'$oid': '5cc931d2831b973d657f16e8'},NULL,NULL,500-2000吨,NULL,1968年至1995年
http://images.huanqiu.com/sarons/2013/07/4baa32ad772c1b370b682613b6baf622.jpg,NULL,在役,650吨,NULL,NULL,NULL,2346海里/16节,NULL,NULL,NULL,7.3米,NULL,2.4米,舰船舰艇,护卫舰,NULL,62.1米,朝鲜,NULL,16节,NULL,“沙里院”级,1965年,{'$oid': '5cc931d2831b973d657f16e9'},NULL,NULL,500-2000吨,NULL,NULL
NULL,霍氏克罗夫特MK3,闲置,780吨,"
Mk 9“沃斯伯·索尼克罗福特”级是尼日利亚海军继较小的沃斯帕-桑尼克罗夫特MK3护卫舰之后在1975年4月订购的轻型护卫舰，该级舰共有两艘，即F-83“埃林米”（Erinomi）号和F-84（NNSEnyimiri）“埃尼米里”号，均由霍氏克罗夫特公司建造。
",霍氏克罗夫特公司,NULL,2200 海里/14节,NULL,NULL,NULL,9.6米,“卡亚”级,NULL,舰船舰艇,护卫舰,90人,69米,英国,NULL,27节,2艘,Mk 9“沃斯伯•索尼克罗福特”级,1977年,{'$oid': '5cc931d2831b973d657f16ea'},NULL,NULL,NULL,NULL,1979年
http://images.huanqiu.com/sarons/2013/11/bdbcc881c875aa7d5d39509bdf6e8d7c.jpg,NULL,退役,1389吨,"
505 昆明号，6601型（成都级）护卫舰首舰。现已退役。
",上海沪东造船厂,NULL,2000海里/14节,NULL,NULL,NULL,10.1米,NULL,NULL,舰船舰艇,护卫舰,190人,91.5米,中国,东海，南海,28节,NULL,昆明号（505）,1955年4月15日,{'$oid': '5cc931d2831b973d657f16eb'},NULL,1956年4月28日,500-2000吨,NULL,1957年10月25日至1992年4月24日
NULL,NULL,NULL,1900吨,NULL,NULL,NULL,18节航速下5000英里,NULL,NULL,NULL,11米,NULL,NULL,舰船舰艇,护卫舰,NULL,97.6米,英国,印度洋,26节,NULL,“玛库特·拉贾库玛林”级通用护卫舰,NULL,{'$oid': '5cc931d2831b973d657f16ec'},NULL,NULL,500-2000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/7ad610bc0abe23c5cfc8ce7b3bcda7c9.jpg,拉斐特级护卫舰，海狼级导弹炮艇,在役,3530吨,"
“可畏”级护卫舰（Formidable-class frigate）为新加坡海军新一代多功能护卫舰，是法国拉斐特级护卫舰的升级改进版本，除装备有现代化的作战系统外，在建造过程中还运用了能够降低雷达反射截面的隐形技术。虽然由“拉斐特”级发展而成，但“可畏”级的吨位略小，且隐形性能也要更好，在雷达、声音、红外线和电磁等方面都具有较低的信号特征。具有高度自动化、智能化、精密的综合作战和舰舶管理系统。并被赞誉为“迄今为止在东南亚最先进的水面作战舰艇“。
",法国舰艇建造局（DCN）新加坡科技船舶公司（STM）,NULL,4200 海里,NULL,NULL,NULL,16米,NULL,NULL,舰船舰艇,护卫舰,90人,114米,法国,新加坡海峡,27节,NULL,“可畏”级,2002年底,{'$oid': '5cc931d2831b973d657f16ed'},NULL,2004年1月7日（“可畏”号）,NULL,NULL,2007年5月5日
http://images.huanqiu.com/sarons/2013/07/1bf458f7e11225784d4784064a0d8b84.jpg,总统级护卫舰,在役,3700吨,NULL,布洛姆·福斯造船厂，基尔,NULL,8000海里/16节,NULL,NULL,NULL,16.34米,NULL,NULL,舰船舰艇,护卫舰,152人,121米,德国,NULL,28节,NULL,“勇猛”级,2001年,{'$oid': '5cc931d2831b973d657f16ee'},NULL,NULL,2000-5000吨,NULL,2003年9月
http://images.huanqiu.com/sarons/2013/08/c45f53177b69ad6f07c1f9f918b42257.jpg,NULL,在役,3600吨,NULL,德国博隆福斯造船厂,NULL,5214海里/18节,NULL,NULL,NULL,14.8米,NULL,NULL,舰船舰艇,护卫舰,NULL,118米,德国,NULL,27节,25艘,Meko200级,未知,{'$oid': '5cc931d2831b973d657f16ef'},NULL,NULL,2000-5000吨,NULL,1987年
http://images.huanqiu.com/sarons/2013/11/89db9e2dd82a31f0c48694dc4e5526db.jpg,NULL,服役中,1924吨,"
544四平号(2010年07月28日改为旅顺号)，江湖IV型(053H1G)反潜型护卫舰，1984年11月15日开工 1985年9月29日下水 1985年12月24日服役。由原江湖II级（053H1型)改进而成，具有典型的试验舰性质。
",NULL,NULL,4000海里/18节,NULL,NULL,NULL,10.8米,NULL,NULL,舰船舰艇,护卫舰,190人,103.2米,中国,NULL,30节,NULL,“四平”号（544）,1984年11月15日,{'$oid': '5cc931d3831b973d657f16f0'},NULL,1985年9月29日,500-2000吨,NULL,1985年12月24日
http://images.huanqiu.com/sarons/2013/11/fc675d9ecf5f0e253d9b279d03031560.jpg,NULL,服役中,4000吨,"
525 马鞍山号，054型(江凯I级)护卫舰，1999年12月开工，2003年9月11日在沪东中华造船厂下水，2005年2月18日服役于东海舰队。
",沪东中华造船厂,NULL,3800海里/18节,2座4联装“鹰击”-83反舰导弹发射架；防空导弹,NULL,NULL,15米,NULL,NULL,舰船舰艇,护卫舰,190人,132米,中国,东海,27节,NULL,“马鞍山”号（525）护卫舰,1999年12月,{'$oid': '5cc931d3831b973d657f16f1'},NULL,2003年9月11日,2000-5000吨,NULL,2005年2月18日
